"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","quality_label"
0.185328569060029,-0.101875867762391,0.209624990926329,3.04118802024574,-0.0391761091205864,0.587496716406219,0.760658457997887,2.48243477876678,-1.28976532469359,-0.355443308242745,-1.47021011717117,6,"medium"
-0.622183843028825,0.188155501816069,0.0462878041339244,-0.887522295297289,0.133963715957955,-1.21377945289229,-0.120417906359182,0.0724608842164708,0.689837283556619,-0.003091198138381,-0.895061300702635,6,"medium"
1.45427664519966,-0.00519874456957061,0.536299364511138,0.202643394356013,0.177248672227591,-0.284088526802737,-0.931935610372273,0.451171067645807,0.425890269123257,-0.443531335768837,-0.40207660087246,6,"medium"
0.416046401085416,-0.488584360533671,-0.11704938265848,0.531750017647575,0.523528322384673,0.703708082167413,1.13163797983244,0.623312060113708,-0.0360170061351245,-0.795883445873201,-0.566404834149185,6,"medium"
-0.737542759041518,0.38150974820171,-1.42374687699772,0.223212558311735,-0.0391761091205864,-0.284088526802737,-0.0276730259005435,0.382314670658662,-0.102003759743464,-0.179267253190563,-0.812897184064273,6,"medium"
1.45427664519966,-0.585261483726492,0.781305144699744,-0.908091459253011,-0.0824610653902218,-0.400299892563932,-0.189976566703162,0.00360448722932577,0.161943254689898,-0.355443308242745,0.337400448872803,6,"medium"
1.45427664519966,-0.101875867762391,0.61796795790734,-0.918376041230873,-0.55859558435621,-1.38809650153408,-1.7202670942707,-1.02924146757796,-1.35575207830193,0.613524994544257,1.15904161525643,5,"low"
2.03107122526312,-0.488584360533671,0.536299364511138,-0.352724032448499,-0.47202567181694,-1.0394624042505,-0.653700968996356,0.313458273671517,-0.365950774176825,0.349260911965984,-0.730733067425911,5,"low"
1.22355881317427,-0.971969976497772,0.291293584322531,-0.96979895112018,-0.255600890468763,-1.0975680871311,-1.44203245289479,-0.616103085655056,-0.102003759743464,1.2301411872269,0.173072215596079,5,"low"
-0.276107094990745,-1.16532422288341,0.536299364511138,-0.908091459253011,-0.0824610653902218,0.76181376504801,0.134630514902075,-0.891528673603675,2.27351937015679,0.261172884439893,1.48769808180988,7,"high"
1.68499447722504,1.34828098012991,2.33300841922759,2.74293514288776,-0.255600890468763,0.355073984883831,0.807030898227206,2.2070091908182,-1.42173883191027,1.58249329733126,-0.730733067425911,5,"low"
-0.276107094990745,-1.06864709969059,0.372962177718733,-0.908091459253011,-0.601880540625846,-0.400299892563932,-0.584142308652377,-0.82267227661653,0.359903515514918,0.525436967018166,0.666056915426254,7,"high"
-0.622183843028825,1.92834371928683,-2.40376999775214,-0.990368115075902,0.00410884714904899,-0.284088526802737,-0.885563170142953,-0.340677497706438,0.293916761906579,-1.14823555597757,-0.812897184064273,6,"medium"
-0.737542759041518,3.66853193675759,1.18964811168076,-0.96979895112018,-0.731735409434752,-0.342194209683335,-1.44203245289479,-1.5800926434752,0.887797544381642,-0.883971473399292,1.81635454836333,8,"high"
0.646764233110803,0.57486399458735,0.699636551303542,-0.990368115075902,-0.55859558435621,-1.0394624042505,0.783844678112547,-0.719387681135774,-0.497924281393506,0.349260911965984,0.583892798787892,6,"medium"
-0.391466011003438,0.28483262500889,-1.58708406379012,0.326058378090349,-0.0824610653902218,-0.051665795280349,-0.0972316862445227,0.588883861620135,0.161943254689898,0.0849968293877102,-0.895061300702635,5,"low"
-0.506824927016131,0.28483262500889,0.372962177718733,-0.620123163872894,-0.342170803008034,-0.923251038489306,-0.816004509798974,-0.891528673603675,-0.167990513351805,-1.23632358350366,0.337400448872803,7,"high"
-0.0453892629653578,-0.198552990955211,0.699636551303542,-0.866953131341566,0.133963715957955,0.355073984883831,-0.35228010750578,-0.271821100719293,1.81161209489841,-0.0911792256644722,-0.0734201343190096,8,"high"
0.877482065136189,3.76520905995042,-1.58708406379012,-0.908091459253011,1.21608762269884,-0.574616941205723,0.714286017768567,-0.0308237112642468,-0.959831556651891,0.173084856913801,-1.05938953397936,5,"low"
-0.276107094990745,-0.101875867762391,0.61796795790734,-0.949229787164457,0.263818584766861,-1.0975680871311,0.111444294787415,0.451171067645807,1.4816783268567,-0.179267253190563,-0.484240717510822,6,"medium"
0.185328569060029,-0.295230114148031,-0.11704938265848,0.634595837426189,0.00410884714904899,1.22665922809279,2.49962496659737,0.588883861620135,0.359903515514918,0.0849968293877102,-0.155584250957372,6,"medium"
0.0699696530473362,-0.391907237340852,0.127956397530126,-1.01093727903162,0.263818584766861,0.00643988760024805,0.204189175246054,-0.271821100719293,1.67963858768173,-0.443531335768837,-0.484240717510822,6,"medium"
0.185328569060029,-0.00519874456957061,0.454630771114936,0.57288834555902,0.220533628497226,-0.167877161041543,0.0882580746727551,0.79545305258157,1.21773131242334,0.349260911965984,-0.0734201343190096,6,"medium"
0.646764233110803,-0.101875867762391,1.18964811168076,-0.990368115075902,0.0473938034186844,-1.0394624042505,-0.120417906359182,-0.82267227661653,-0.0360170061351245,-0.003091198138381,0.830385148702978,6,"medium"
0.416046401085416,0.38150974820171,0.209624990926329,-0.805245639474398,-0.55859558435621,0.122651253361442,-0.537769868423057,-1.09809786456511,-0.629897788610187,1.93484540743562,1.40553396517152,7,"high"
1.91571230925043,-0.391907237340852,0.454630771114936,0.922564132806306,-0.0824610653902218,-0.865145355608709,0.111444294787415,1.24301963299805,0.0299697474732174,0.349260911965984,-0.484240717510822,6,"medium"
1.68499447722504,-1.35867846926905,0.0462878041339244,-0.990368115075902,-0.169030977929492,-1.62051923305647,-2.09124661610526,-0.134108306745003,1.81161209489841,-0.795883445873201,-0.319912484234098,6,"medium"
0.646764233110803,-0.295230114148031,0.209624990926329,-0.794961057496537,0.177248672227591,-0.22598284392214,-0.862376950028293,-0.616103085655056,-0.0360170061351245,-0.443531335768837,0.173072215596079,6,"medium"
-0.737542759041518,-1.55203271565469,0.0462878041339244,-0.908091459253011,-0.0391761091205864,0.471285350645025,-0.468211208079078,0.0380326857228983,1.4816783268567,0.173084856913801,-1.30588188389445,6,"medium"
